2304.12319	tex	/home/hex/tayf/research/papers/tmp/src/2304.12319	3	LVQAC: Lattice Vector Quantization Coupled with Spatially Adaptive Companding for Efficient Learned Image Compression
2304.12852	tex	/home/hex/tayf/research/papers/tmp/src/2304.12852	3	The Bjøntegaard Bible -- Why your Way of Comparing Video Codecs May Be Wrong
2305.01611	tex	/home/hex/tayf/research/papers/tmp/src/2305.01611	1	AutoColor: Learned Light Power Control for Multi-Color Holograms
2305.02462	tex	/home/hex/tayf/research/papers/tmp/src/2305.02462	1	Scalable Low-latency Optical Phase Sensor Array
2305.02562	tex	/home/hex/tayf/research/papers/tmp/src/2305.02562	3	Conditional and Residual Methods in Scalable Coding for Humans and Machines
2305.03542	pdf	/home/hex/tayf/research/papers/tmp/txt/2305.03542.txt	1	Development, calibration and characterization of silicon photonics based optical phased arrays
2305.03627	tex	/home/hex/tayf/research/papers/tmp/src/2305.03627	1	A surface-normal photodetector as nonlinear activation function in diffractive optical neural networks
2305.05196	tex	/home/hex/tayf/research/papers/tmp/src/2305.05196	1	Viewing-angle expansion of holographic image using enhanced-NA Fresnel hologram
2305.05356	pdf	/home/hex/tayf/research/papers/tmp/txt/2305.05356.txt	3	Learning Dynamic Point Cloud Compression via Hierarchical Inter-frame Block Matching
2305.07783	tex	/home/hex/tayf/research/papers/tmp/src/2305.07783	3	ROI-based Deep Image Compression with Swin Transformers
2305.10000	tex	/home/hex/tayf/research/papers/tmp/src/2305.10000	3	Over-the-Air Federated Learning in MIMO Cloud-RAN Systems
2305.10453	tex	/home/hex/tayf/research/papers/tmp/src/2305.10453	3	VVC+M: Plug and Play Scalable Image Coding for Humans and Machines
