2210.00618	tex	/home/hex/tayf/research/papers/tmp/src/2210.00618	3	Energy-Rate-Quality Tradeoffs of State-of-the-Art Video Codecs
2210.02100	tex	/home/hex/tayf/research/papers/tmp/src/2210.02100	1	Optofluidic adaptive optics in multi-photon microscopy
2210.03513	tex	/home/hex/tayf/research/papers/tmp/src/2210.03513	1	Mechanical Artifacts in Optical Projection Tomography: Classification and Automatic Calibration
2210.04188	tex	/home/hex/tayf/research/papers/tmp/src/2210.04188	3	Invertible Rescaling Network and Its Extensions
2210.05339	pdf	/home/hex/tayf/research/papers/tmp/txt/2210.05339.txt	1	Unlocking the out-of-plane dimension for photonic bound states in the continuum to achieve maximum optical chirality
2210.06478	tex	/home/hex/tayf/research/papers/tmp/src/2210.06478	3	Attention-Based Generative Neural Image Compression on Solar Dynamics Observatory
2210.07425	pdf	/home/hex/tayf/research/papers/tmp/txt/2210.07425.txt	1	Metasurface Holographic Optical Traps for Ultracold Atoms
2210.07462	pdf	/home/hex/tayf/research/papers/tmp/txt/2210.07462.txt	1	Exploiting volumetric wave correlation for enhanced depth imaging in scattering medium
2210.08262	tex	/home/hex/tayf/research/papers/tmp/src/2210.08262	3	Motion estimation and filtered prediction for dynamic point cloud attribute compression
2210.11483	tex	/home/hex/tayf/research/papers/tmp/src/2210.11483	1	Comparison between Hadamard and canonical bases for in-situ wavefront correction and the effect of ordering in compressive sensing
2210.12535	tex	/home/hex/tayf/research/papers/tmp/src/2210.12535	1	Using an acousto-optic modulator as a fast spatial light modulator
2210.13292	tex	/home/hex/tayf/research/papers/tmp/src/2210.13292	1	Single-Pixel Multimode Fiber Spectrometer via Wavefront Shaping
