2209.00054	tex	/home/hex/tayf/research/papers/tmp/src/2209.00054	1	Patterns for ghost imaging generated by the Ising model
2209.01355	tex	/home/hex/tayf/research/papers/tmp/src/2209.01355	3	Semantic Segmentation in Learned Compressed Domain
2209.02226	tex	/home/hex/tayf/research/papers/tmp/src/2209.02226	3	Learning to Predict on Octree for Scalable Point Cloud Geometry Coding
2209.02574	tex	/home/hex/tayf/research/papers/tmp/src/2209.02574	3	Cross Modal Compression: Towards Human-comprehensible Semantic Compression
2209.03177	tex	/home/hex/tayf/research/papers/tmp/src/2209.03177	1	Morphology-preserving Autoregressive 3D Generative Modelling of the Brain
2209.03353	tex	/home/hex/tayf/research/papers/tmp/src/2209.03353	3	Learned Image Compression with Generalized Octave Convolution and Cross-Resolution Parameter Estimation
2209.04401	tex	/home/hex/tayf/research/papers/tmp/src/2209.04401	3	GRASP-Net: Geometric Residual Analysis and Synthesis for Point Cloud Compression
2209.04448	tex	/home/hex/tayf/research/papers/tmp/src/2209.04448	3	Learning sparse auto-encoders for green AI image coding
2209.05054	tex	/home/hex/tayf/research/papers/tmp/src/2209.05054	3	High-Fidelity Variable-Rate Image Compression via Invertible Activation Transformation
2209.05771	tex	/home/hex/tayf/research/papers/tmp/src/2209.05771	1	Moving from 2D to 3D: volumetric medical image classification for rectal cancer staging
2209.06269	tex	/home/hex/tayf/research/papers/tmp/src/2209.06269	1	Observation of Distinct Phase Transitions in a Nonlinear Optical Ising Machine
2209.06950	tex	/home/hex/tayf/research/papers/tmp/src/2209.06950	3	Lossy Image Compression with Conditional Diffusion Models
