2210.14000	pdf	/home/hex/tayf/research/papers/tmp/txt/2210.14000.txt	1	Active focal-plane coronagraphy with liquid-crystal spatial-light modulators: Broadband contrast performance in the visible
2210.14308	tex	/home/hex/tayf/research/papers/tmp/src/2210.14308	3	Multi-rate adaptive transform coding for video compression
2210.16741	tex	/home/hex/tayf/research/papers/tmp/src/2210.16741	3	Versatile Semantic Coded Transmission over MIMO Fading Channels
2211.00645	pdf	/home/hex/tayf/research/papers/tmp/txt/2211.00645.txt	1	An open-source software package for on-the-fly deskewing and live viewing of volumetric lightsheet microscopy data
2211.00918	tex	/home/hex/tayf/research/papers/tmp/src/2211.00918	3	Universal Deep Image Compression via Content-Adaptive Optimization with Adapters
2211.01472	tex	/home/hex/tayf/research/papers/tmp/src/2211.01472	3	The Need for Medically Aware Video Compression in Gastroenterology
2211.01885	tex	/home/hex/tayf/research/papers/tmp/src/2211.01885	1	Using U-Net Network for Efficient Brain Tumor Segmentation in MRI Images
2211.02854	tex	/home/hex/tayf/research/papers/tmp/src/2211.02854	3	Rate-Distortion Optimized Post-Training Quantization for Learned Image Compression
2211.03792	tex	/home/hex/tayf/research/papers/tmp/src/2211.03792	1	Optimizing illumination patterns for classical ghost imaging
2211.04104	tex	/home/hex/tayf/research/papers/tmp/src/2211.04104	3	Selective compression learning of latent representations for variable-rate image compression
2211.04535	tex	/home/hex/tayf/research/papers/tmp/src/2211.04535	3	Asymptotically Optimal Stochastic Lossy Coding of Markov Sources
2211.05302	pdf	/home/hex/tayf/research/papers/tmp/txt/2211.05302.txt	1	Eliminating zeroth-order light of spatial light modulator with voltage optimization
