2303.06254	tex	/home/hex/tayf/research/papers/tmp/src/2303.06254	3	Rate-Distortion Optimization With Alternative References For UGC Video Compression
2303.06517	tex	/home/hex/tayf/research/papers/tmp/src/2303.06517	3	Deep probabilistic model for lossless scalable point cloud attribute compression
2303.06519	tex	/home/hex/tayf/research/papers/tmp/src/2303.06519	3	Lossless Point Cloud Geometry and Attribute Compression Using a Learned Conditional Probability Model
2303.06988	pdf	/home/hex/tayf/research/papers/tmp/txt/2303.06988.txt	1	Mechanical-scan-free and multi-color super-resolution imaging with diffractive spot array illumination
2303.09112	tex	/home/hex/tayf/research/papers/tmp/src/2303.09112	3	SigVIC: Spatial Importance Guided Variable-Rate Image Compression
2303.09523	tex	/home/hex/tayf/research/papers/tmp/src/2303.09523	1	Fast 3D Volumetric Image Reconstruction from 2D MRI Slices by Parallel Processing
2303.11287	tex	/home/hex/tayf/research/papers/tmp/src/2303.11287	1	Simultaneous Color Computer Generated Holography
2303.11473	tex	/home/hex/tayf/research/papers/tmp/src/2303.11473	3	Sandwiched Video Compression: Efficiently Extending the Reach of Standard Codecs with Neural Wrappers
2303.11551	tex	/home/hex/tayf/research/papers/tmp/src/2303.11551	3	ModEFormer: Modality-Preserving Embedding for Audio-Video Synchronization using Transformers
2303.11565	tex	/home/hex/tayf/research/papers/tmp/src/2303.11565	1	Wavelength-division multiplexing optical Ising simulator enabling fully programmable spin couplings and external magnetic fields
2303.11599	tex	/home/hex/tayf/research/papers/tmp/src/2303.11599	3	Low-complexity Deep Video Compression with A Distributed Coding Architecture
2303.11857	tex	/home/hex/tayf/research/papers/tmp/src/2303.11857	3	Rethinking Estimation Rate for Wireless Sensing: A Rate-Distortion Perspective
