2204.09997	tex	/home/hex/tayf/research/papers/tmp/src/2204.09997	1	Computational ghost imaging for transmission electron microscopy
2204.10151	tex	/home/hex/tayf/research/papers/tmp/src/2204.10151	3	A Bitstream Feature Based Model for Video Decoding Energy Estimation
2204.10302	tex	/home/hex/tayf/research/papers/tmp/src/2204.10302	1	A full degree-of-freedom photonic crystal spatial light modulator
2204.10985	tex	/home/hex/tayf/research/papers/tmp/src/2204.10985	3	Federated Learning with Lossy Distributed Source Coding: Analysis and Optimization
2204.11409	pdf	/home/hex/tayf/research/papers/tmp/txt/2204.11409.txt	3	Dynamic Point Cloud Compression with Cross-Sectional Approach
2204.11448	pdf	/home/hex/tayf/research/papers/tmp/txt/2204.11448.txt	3	High-Efficiency Lossy Image Coding Through Adaptive Neighborhood Information Aggregation
2204.11723	pdf	/home/hex/tayf/research/papers/tmp/txt/2204.11723.txt	3	4DAC: Learning Attribute Compression for Dynamic Point Clouds
2204.12022	tex	/home/hex/tayf/research/papers/tmp/src/2204.12022	3	Estimating the Resize Parameter in End-to-end Learned Image Compression
2204.12684	pdf	/home/hex/tayf/research/papers/tmp/txt/2204.12684.txt	3	Density-preserving Deep Point Cloud Compression
2204.13952	tex	/home/hex/tayf/research/papers/tmp/src/2204.13952	3	Deep Geometry Post-Processing for Decompressed Point Clouds
2205.01135	tex	/home/hex/tayf/research/papers/tmp/src/2205.01135	3	D-DPCC: Deep Dynamic Point Cloud Compression via 3D Motion Prediction
2205.02367	pdf	/home/hex/tayf/research/papers/tmp/txt/2205.02367.txt	1	Time-multiplexed Neural Holography: A flexible framework for holographic near-eye displays with fast heavily-quantized spatial light modulators
